SalesID,Date,ProductID,DistributorID,Region,UnitsSold,InvoiceAmount,DiscountPercent,TaxPercent,PaymentMethod
S002973,2024-08-18,P01258,D08666,East,493,1947.35,7.13,13.78,Cash
S002974,2024-10-05,P02102,D06307,Central,63,100.8,4.66,14.8,Credit
S002975,2024-04-22,P09515,D09681,Central,310,4017.6,3.61,5.95,Credit
S002976,2024-09-28,P05461,D02996,West,472,5597.92,5.53,9.9,Cheque
S002977,2024-02-12,P03935,D07939,North,73,478.15,13.85,11.37,Cash
S002978,2024-01-23,P08571,D09164,North,353,3148.76,12.48,6.13,Credit
S002979,2024-12-06,P08839,D06343,West,382,3961.34,9.36,16.56,Cash
S002980,2024-08-14,P02128,D00091,South,184,167.44,5.32,9.47,Cheque
S002981,2024-06-26,P03635,D08159,East,387,4690.44,1.46,11.75,Online
S002982,2024-06-02,P09381,D01293,Central,387,2875.41,7.51,15.62,Cheque
S002983,2024-01-03,P04660,D07615,West,489,630.81,0.43,7.28,Credit
S002984,2024-01-18,P03967,D09366,South,63,333.9,10.92,7.75,Cash
S002985,2024-09-02,P04346,D01726,South,98,501.76,7.8,8.28,Credit
S002986,2024-08-25,P09628,D00858,West,362,2356.62,6.22,9.73,Cash
S002987,2024-01-18,P09609,D05567,South,479,761.61,3.12,17.3,Credit
S002988,2024-09-20,P05473,D03588,East,383,4032.99,0.66,9.06,Cash
S002989,2024-03-09,P03896,D07150,North,470,3196.0,3.0,10.13,Credit
S002990,2024-05-06,P07259,D05357,West,58,416.44,12.72,12.28,Credit
S002991,2024-01-06,P08324,D08121,West,7,64.05,8.47,17.86,Credit
S002992,2024-10-25,P03802,D00962,East,151,1718.38,10.38,14.09,Online
S002993,2024-02-23,P09030,D00797,East,347,1797.46,4.65,17.94,Online
S002994,2024-02-08,P07188,D03086,West,321,3466.8,10.51,14.71,Credit
S002995,2024-07-05,P09002,D02709,West,108,282.96,8.74,13.96,Credit
S002996,2024-01-07,P00726,D04847,West,372,1209.0,11.22,10.47,Online
S002997,2024-06-09,P07958,D04698,North,375,855.0,10.78,11.24,Credit
S002998,2024-05-14,P04521,D08131,East,129,272.19,2.79,9.12,Cash
S002999,2024-03-22,P05055,D03233,Central,304,608.0,7.69,11.12,Credit
S003000,2024-04-16,P02892,D01705,South,394,2505.84,3.71,10.64,Credit
S003001,2024-08-12,P03432,D08799,South,188,312.08,6.56,10.18,Cheque
S003002,2024-10-07,P03272,D01504,Central,103,715.85,10.43,16.24,Cheque
S003003,2024-03-23,P02905,D08569,Central,213,2615.64,10.31,8.32,Online
S003004,2024-09-01,P06026,D02153,West,3,16.44,10.04,9.76,Online
S003005,2024-05-16,P06653,D09728,East,402,840.18,2.82,7.94,Online
S003006,2024-10-16,P04512,D06949,North,350,1085.0,2.21,13.99,Cheque
S003007,2024-11-25,P09210,D05458,Central,40,192.4,11.92,7.17,Cash
S003008,2024-04-02,P00866,D01702,East,258,1222.92,2.9,8.72,Cash
S003009,2024-05-12,P00113,D07081,North,196,2485.28,5.9,12.83,Cash
S003010,2024-07-25,P01202,D06744,West,14,65.94,1.58,7.72,Online
S003011,2024-08-28,P05336,D00705,Central,293,3369.5,8.05,17.77,Credit
S003012,2024-06-10,P07123,D01390,West,341,2598.42,7.23,12.02,Cash
S003013,2024-01-16,P05932,D04841,West,122,70.76,10.48,12.59,Cash
S003014,2024-10-14,P02225,D08047,North,427,3894.24,13.36,13.11,Online
S003015,2024-08-05,P03536,D05014,East,393,2908.2,2.84,16.95,Cash
S003016,2024-01-11,P06584,D01685,Central,400,4820.0,2.93,5.5,Credit
S003017,2024-11-27,P00887,D01914,North,427,3992.45,3.46,6.53,Credit
S003018,2024-06-28,P03665,D00692,North,184,2016.64,5.7,8.6,Cash
S003019,2024-06-22,P00826,D06144,West,474,4484.04,2.89,16.39,Cash
S003020,2024-09-17,P07875,D05332,South,173,98.61,7.88,9.8,Online
S003021,2024-01-24,P00452,D01086,Central,442,3014.44,6.43,7.76,Online
S003022,2024-05-23,P06497,D08012,South,127,640.08,6.28,7.56,Cash
S003023,2024-02-09,P06301,D05518,North,183,519.72,1.33,6.54,Credit
S003024,2024-02-28,P08969,D04281,Central,81,899.91,0.44,6.17,Cash
S003025,2024-11-17,P05811,D06058,West,408,297.84,0.04,13.51,Online
S003026,2024-01-19,P09064,D04869,South,280,988.4,6.96,13.88,Cheque
S003027,2024-06-04,P04060,D04304,West,22,107.58,5.8,15.0,Cash
S003028,2024-07-12,P02178,D00062,West,160,320.0,14.29,6.2,Cash
S003029,2024-03-28,P06658,D01102,North,313,3549.42,10.98,11.17,Cheque
S003030,2024-08-08,P04929,D08213,Central,412,655.08,0.77,11.11,Cheque
S003031,2024-05-31,P07405,D03838,North,311,3884.39,4.74,13.44,Cheque
S003032,2024-11-24,P07568,D02241,North,53,27.03,6.12,6.56,Credit
S003033,2024-06-23,P01283,D02632,Central,449,498.39,14.56,7.78,Credit
S003034,2024-07-18,P00140,D04545,South,225,1892.25,3.04,13.14,Cheque
S003035,2024-10-20,P00932,D09494,North,216,1609.2,3.65,16.22,Online
S003036,2024-01-20,P04040,D05197,South,322,1236.48,10.98,10.52,Cheque
S003037,2024-08-25,P01698,D05440,North,131,922.24,1.69,14.6,Credit
S003038,2024-04-17,P09009,D00684,Central,445,226.95,4.85,16.53,Cash
S003039,2024-06-03,P09795,D07933,East,147,385.14,4.95,12.11,Cheque
S003040,2024-07-12,P05731,D02199,Central,370,984.2,8.56,8.74,Cheque
S003041,2024-12-08,P00944,D00661,North,199,2314.37,8.96,12.7,Credit
S003042,2024-07-10,P02640,D01392,Central,69,674.13,0.45,5.08,Online
S003043,2024-07-19,P09117,D06730,West,239,881.91,7.29,11.42,Online
S003044,2024-07-24,P05562,D07466,South,376,2007.84,13.45,16.39,Cash
S003045,2024-03-25,P01639,D05976,Central,484,968.0,1.2,8.81,Cheque
S003046,2024-06-10,P02377,D00119,Central,42,100.38,6.61,10.21,Credit
S003047,2024-02-28,P03695,D03005,East,483,806.61,11.06,11.66,Credit
S003048,2024-04-11,P03686,D03510,East,100,328.0,14.48,16.69,Cash
S003049,2024-04-20,P04453,D07383,South,10,58.7,5.45,13.02,Online
S003050,2024-10-14,P01156,D09056,East,387,3719.07,3.79,7.78,Credit
S003051,2024-06-21,P04338,D02529,Central,66,630.3,1.13,11.09,Online
S003052,2024-07-21,P08302,D01829,North,187,1935.45,11.95,12.97,Cheque
S003053,2024-11-27,P08031,D09974,Central,476,2037.28,0.45,5.14,Credit
S003054,2024-08-13,P03783,D00716,West,165,1397.55,11.94,6.5,Cash
S003055,2024-08-25,P02355,D01020,Central,439,5237.27,6.18,13.18,Cash
S003056,2024-03-17,P05562,D04433,South,470,4352.2,7.48,14.98,Cheque
S003057,2024-12-06,P07193,D07918,East,212,273.48,7.0,15.71,Online
S003058,2024-07-03,P03267,D06450,East,310,4026.9,6.52,14.58,Online
S003059,2024-12-19,P03058,D03328,South,371,2374.4,9.45,8.63,Credit
S003060,2024-11-29,P02068,D01206,North,460,5556.8,6.69,15.86,Credit
S003061,2024-04-07,P07581,D02961,South,400,4296.0,10.36,9.63,Online
S003062,2024-02-10,P02389,D06328,West,223,887.54,1.94,14.01,Cheque
S003063,2024-08-08,P09905,D00553,South,437,2543.34,13.17,12.26,Online
S003064,2024-02-25,P07455,D04328,Central,269,1350.38,7.87,17.33,Online
S003065,2024-11-14,P09758,D04417,West,402,2416.02,0.46,8.75,Credit
S003066,2024-08-29,P04939,D06466,Central,407,671.55,7.49,7.47,Credit
S003067,2024-05-06,P05910,D03430,East,383,4580.68,11.11,8.76,Cheque
S003068,2024-10-18,P03027,D03875,West,216,2311.2,2.62,9.41,Credit
S003069,2024-11-23,P03422,D01489,West,8,49.68,9.03,14.16,Cash
S003070,2024-08-26,P04822,D06956,East,101,881.73,11.39,7.82,Online
S003071,2024-02-27,P08886,D08139,North,40,244.8,5.02,15.61,Online
S003072,2024-04-10,P00936,D04190,East,271,718.15,1.3,8.68,Online
S003073,2024-11-25,P01758,D05957,East,17,27.88,10.82,10.97,Online
S003074,2024-09-10,P04005,D06430,West,257,1431.49,5.28,15.32,Credit
S003075,2024-07-12,P06900,D05772,North,287,3096.73,5.34,14.39,Credit
S003076,2024-04-26,P00137,D06135,West,379,1656.23,2.41,16.73,Online
S003077,2024-10-27,P05114,D03527,West,323,1973.53,9.41,9.93,Online
S003078,2024-09-17,P07949,D00204,South,456,3876.0,0.23,8.61,Online
S003079,2024-11-23,P07959,D03058,East,407,3231.58,8.93,12.51,Cheque
S003080,2024-08-06,P06615,D01626,North,171,1627.92,3.32,13.35,Cheque
S003081,2024-02-26,P04414,D02360,North,315,2998.8,10.11,11.81,Cash
S003082,2024-09-20,P07554,D05439,Central,402,317.58,3.8,5.21,Online
S003083,2024-08-30,P04921,D04972,East,472,1751.12,6.83,9.36,Online
S003084,2024-11-03,P03387,D06975,Central,275,1581.25,9.34,17.28,Cheque
S003085,2024-04-24,P04421,D01475,South,377,252.59,6.24,17.2,Online
S003086,2024-05-06,P00704,D06608,Central,375,2752.5,14.4,9.29,Credit
S003087,2024-11-03,P04527,D09022,East,238,2170.56,0.1,11.44,Online
S003088,2024-09-02,P00059,D09073,Central,229,696.16,5.0,17.94,Cash
S003089,2024-02-25,P07897,D04369,West,288,610.56,9.04,14.84,Online
S003090,2024-01-31,P03749,D08167,West,11,142.34,13.17,8.29,Online
S003091,2024-05-24,P07236,D06844,Central,26,222.04,4.36,14.4,Cheque
S003092,2024-01-27,P07662,D00619,East,29,164.14,8.36,7.92,Cheque
S003093,2024-03-13,P09383,D07494,East,180,916.2,6.94,14.7,Credit
S003094,2024-06-03,P05514,D09057,North,75,933.75,5.91,15.29,Cash
S003095,2024-04-27,P00313,D09647,West,397,3358.62,0.16,16.31,Credit
S003096,2024-05-20,P00457,D04462,Central,36,360.72,12.49,14.57,Credit
S003097,2024-01-23,P01372,D01231,South,399,3778.53,12.66,7.12,Cash
S003098,2024-11-28,P04842,D02670,South,130,1276.6,2.88,16.24,Credit
S003099,2024-08-13,P09263,D07619,Central,17,61.71,8.87,7.76,Online
S003100,2024-06-22,P04193,D02117,West,67,156.11,2.81,13.47,Online
S003101,2024-02-06,P00306,D07584,East,429,1810.38,2.28,10.52,Online
S003102,2024-09-07,P04596,D02470,Central,400,4928.0,10.02,13.75,Cheque
S003103,2024-11-21,P05306,D07099,South,345,3857.1,7.82,6.91,Credit
S003104,2024-07-08,P02717,D02128,Central,147,1499.4,7.82,10.41,Cheque
S003105,2024-01-30,P06920,D09429,Central,138,983.94,10.27,5.54,Cash
S003106,2024-07-22,P01177,D02005,North,269,2878.3,6.69,8.71,Cash
S003107,2024-02-09,P07250,D03548,South,417,929.91,9.27,17.69,Cash
S003108,2024-09-04,P06824,D09279,North,352,228.8,4.83,8.95,Cheque
S003109,2024-01-15,P05322,D04967,East,456,2343.84,5.5,13.26,Cheque
S003110,2024-07-26,P05252,D09558,West,477,715.5,14.63,8.73,Cheque
S003111,2024-02-27,P00972,D09773,North,52,427.96,4.05,10.0,Cheque
S003112,2024-03-26,P01957,D01956,South,124,980.84,10.87,11.87,Cheque
S003113,2024-04-08,P04501,D04628,Central,88,509.52,10.63,15.26,Online
S003114,2024-03-13,P08027,D05264,West,442,5242.12,9.74,11.75,Cheque
S003115,2024-02-06,P00596,D08193,West,491,2180.04,13.61,9.99,Cheque
S003116,2024-10-24,P08424,D07474,East,421,3123.82,7.96,12.73,Credit
S003117,2024-10-01,P02613,D07462,East,429,1162.59,12.64,12.17,Cheque
S003118,2024-05-10,P01208,D00995,South,257,776.14,9.32,10.88,Credit
S003119,2024-09-25,P02572,D07848,West,482,4082.54,5.0,13.23,Cash
S003120,2024-04-07,P04899,D02111,Central,69,238.05,2.58,10.83,Credit
S003121,2024-12-18,P07416,D07624,South,494,4297.8,6.28,13.37,Online
S003122,2024-11-04,P04533,D08802,East,322,3883.32,5.52,7.77,Credit
S003123,2024-04-17,P05391,D00721,Central,193,2196.34,6.45,7.14,Cash
S003124,2024-09-16,P00616,D00133,South,385,3842.3,14.17,14.43,Credit
S003125,2024-02-13,P04808,D04794,West,85,510.0,3.75,6.15,Credit
S003126,2024-10-31,P07594,D09682,Central,439,4903.63,4.5,7.32,Cash
S003127,2024-08-09,P06393,D03273,West,354,421.26,1.73,10.21,Cash
S003128,2024-04-21,P03299,D01671,Central,232,468.64,5.34,11.58,Credit
S003129,2024-05-12,P02417,D06807,North,314,904.32,13.88,7.59,Credit
S003130,2024-06-22,P02041,D05639,West,200,2130.0,3.34,8.45,Cash
S003131,2024-09-18,P08330,D08688,West,425,2664.75,4.98,6.6,Cheque
S003132,2024-10-06,P00418,D08756,North,146,1575.34,10.24,12.24,Credit
S003133,2024-09-29,P00957,D07425,East,123,1552.26,0.93,15.04,Cash
S003134,2024-08-23,P05824,D09467,East,211,232.1,1.99,9.01,Credit
S003135,2024-08-01,P07385,D05235,North,162,221.94,5.34,14.75,Online
S003136,2024-06-01,P08078,D00903,West,359,2225.8,10.87,17.76,Cheque
S003137,2024-12-23,P07209,D04144,North,465,3557.25,14.74,12.1,Credit
S003138,2024-01-22,P09884,D07306,West,167,415.83,12.35,8.04,Cash
S003139,2024-03-20,P04599,D02713,North,470,2773.0,13.37,17.26,Online
S003140,2024-03-13,P04074,D06797,North,402,518.58,2.04,7.09,Credit
S003141,2024-04-14,P06750,D02098,North,263,865.27,11.38,8.75,Cash
S003142,2024-09-26,P02767,D05288,South,342,3112.2,2.01,13.04,Cheque
S003143,2024-07-15,P09988,D09046,South,378,570.78,0.53,6.87,Cheque
S003144,2024-10-02,P03815,D09287,South,122,339.16,12.86,12.65,Online
S003145,2024-05-25,P04879,D05940,Central,301,3076.22,8.63,11.64,Cheque
S003146,2024-11-05,P00990,D04955,South,412,535.6,11.05,14.61,Cheque
S003147,2024-05-09,P08877,D02688,North,37,447.33,13.78,7.52,Credit
S003148,2024-06-06,P02123,D05987,West,81,677.16,7.43,6.89,Credit
S003149,2024-06-15,P08280,D05241,West,44,560.56,12.62,14.38,Credit
S003150,2024-04-14,P09827,D00015,South,55,466.95,6.65,6.61,Cheque
S003151,2024-09-09,P06731,D02017,East,65,676.65,11.8,13.21,Credit
S003152,2024-06-06,P00996,D03514,North,28,273.0,9.95,10.55,Cheque
S003153,2024-03-13,P04257,D07493,West,471,1662.63,6.14,12.82,Cash
S003154,2024-10-12,P09286,D04276,West,341,2230.14,14.7,7.26,Credit
S003155,2024-03-25,P03707,D04362,North,165,795.3,0.35,10.17,Credit
S003156,2024-10-16,P07686,D06617,West,257,2207.63,11.93,11.15,Online
S003157,2024-01-21,P01458,D07755,Central,184,307.28,11.34,8.42,Online
S003158,2024-09-12,P04217,D05501,South,30,270.9,2.48,11.14,Cheque
S003159,2024-02-01,P01386,D03585,North,40,137.2,12.68,11.9,Credit
S003160,2024-03-01,P00005,D01409,South,315,2784.6,4.4,17.39,Cheque
S003161,2024-12-10,P03983,D09100,North,295,3708.15,0.72,16.72,Cash
S003162,2024-12-22,P05433,D02041,East,427,1827.56,2.63,15.87,Cash
S003163,2024-12-02,P04513,D06898,South,104,821.6,5.73,10.45,Credit
S003164,2024-10-30,P06890,D00415,East,171,988.38,12.71,8.13,Online
S003165,2024-10-10,P08415,D05881,South,347,2293.67,6.44,6.64,Cash
S003166,2024-08-09,P09237,D05231,East,42,120.12,3.21,12.16,Credit
S003167,2024-06-26,P07414,D00289,West,30,369.6,14.73,11.6,Cheque
S003168,2024-10-22,P09341,D06670,North,14,45.78,1.59,12.47,Cash
S003169,2024-01-15,P03667,D05635,East,273,1960.14,9.24,9.5,Cash
S003170,2024-05-15,P08064,D05157,West,316,1914.96,6.95,8.55,Cheque
S003171,2024-05-30,P06313,D07610,East,398,2762.12,1.57,10.61,Online
S003172,2024-01-27,P00043,D08707,West,469,4009.95,14.54,6.87,Online
S003173,2024-04-16,P05417,D05000,North,248,1029.2,0.4,17.2,Cash
S003174,2024-01-16,P05867,D00268,Central,147,474.81,9.01,9.79,Cash
S003175,2024-07-20,P09032,D08937,East,59,717.44,10.43,16.65,Cash
S003176,2024-04-30,P00922,D02688,East,393,1619.16,10.36,7.42,Cash
S003177,2024-03-03,P05411,D06280,East,141,813.57,10.51,6.46,Cheque
S003178,2024-04-01,P05541,D03147,Central,329,1493.66,5.42,17.73,Credit
S003179,2024-01-27,P00520,D05327,Central,70,786.1,0.23,6.15,Online
S003180,2024-09-01,P04035,D00334,South,324,3136.32,5.29,15.57,Cheque
S003181,2024-06-02,P00328,D07666,North,263,1364.97,10.71,15.04,Cheque
S003182,2024-12-07,P00721,D02185,North,353,1539.08,3.49,6.69,Cash
S003183,2024-08-15,P05045,D01348,West,329,1635.13,11.35,8.59,Cash
S003184,2024-01-28,P07653,D08431,South,258,714.66,8.44,13.96,Cash
S003185,2024-02-15,P00007,D06101,North,90,1157.4,11.71,14.43,Online
S003186,2024-11-22,P05992,D07334,Central,370,1195.1,7.7,15.19,Cheque
S003187,2024-05-02,P06288,D05284,South,453,362.4,6.22,5.78,Cash
S003188,2024-08-21,P08987,D07236,South,457,1636.06,5.85,14.02,Online
S003189,2024-01-06,P05210,D01668,South,151,1571.91,9.7,6.09,Cheque
S003190,2024-12-22,P09881,D02375,East,273,3139.5,0.77,13.62,Online
S003191,2024-02-27,P01369,D02185,West,148,1571.76,4.62,17.88,Credit
S003192,2024-03-11,P08549,D09334,South,70,742.7,11.75,7.6,Cash
S003193,2024-10-05,P01990,D05685,East,324,443.88,9.49,12.25,Online
S003194,2024-05-18,P05938,D01124,East,294,2628.36,9.7,11.53,Cash
S003195,2024-01-26,P02020,D09041,West,257,3220.21,14.91,15.02,Cheque
S003196,2024-07-07,P07772,D09632,West,294,2478.42,7.96,6.47,Cash
S003197,2024-09-04,P09643,D00369,South,294,702.66,3.63,10.37,Online
S003198,2024-05-30,P01050,D03333,East,450,5427.0,11.26,15.58,Online
S003199,2024-10-03,P05101,D06796,West,45,121.05,8.61,13.92,Credit
S003200,2024-07-10,P01222,D02492,West,27,122.85,9.62,10.04,Cheque
S003201,2024-09-23,P04585,D03715,North,409,3194.29,8.61,10.89,Cheque
S003202,2024-10-14,P02130,D08795,Central,72,395.28,1.99,8.43,Credit
S003203,2024-10-20,P06319,D01871,East,129,1251.3,10.74,14.95,Cheque
S003204,2024-08-30,P05294,D08800,South,159,2046.33,11.66,14.93,Cash
S003205,2024-11-06,P00199,D00549,East,188,2203.36,3.81,6.33,Cheque
S003206,2024-11-08,P09753,D06298,West,244,2937.76,4.77,15.31,Credit
S003207,2024-03-10,P05079,D01844,South,72,620.64,11.95,17.48,Credit
S003208,2024-09-09,P07857,D01659,East,281,2396.93,3.21,10.31,Online
S003209,2024-08-24,P06263,D07529,North,415,4183.2,12.06,10.19,Online
S003210,2024-03-24,P08227,D08921,South,146,443.84,6.52,13.03,Cash
S003211,2024-07-06,P01585,D01564,North,315,2756.25,14.78,14.39,Online
S003212,2024-01-08,P07284,D02308,Central,252,932.4,6.13,12.51,Credit
S003213,2024-03-22,P09513,D09591,North,483,2197.65,11.33,6.8,Cash
S003214,2024-06-13,P07276,D05720,South,24,146.16,7.4,10.41,Online
S003215,2024-04-08,P03091,D06584,Central,62,555.52,8.46,5.74,Cheque
S003216,2024-04-26,P06849,D03132,Central,340,3634.6,14.93,12.6,Online
S003217,2024-02-07,P02990,D01682,North,488,4309.04,13.5,17.38,Cheque
S003218,2024-09-25,P04580,D00172,West,109,64.31,3.19,17.47,Cash
S003219,2024-03-03,P00001,D02313,North,268,1535.64,14.8,15.4,Credit
S003220,2024-07-20,P06765,D04590,Central,308,2611.84,12.39,15.69,Cash
S003221,2024-10-14,P02880,D02513,North,108,295.92,8.67,13.99,Cash
S003222,2024-04-24,P00824,D01485,West,312,2352.48,11.5,6.46,Cash
S003223,2024-12-15,P07404,D03290,South,17,190.91,1.56,9.73,Cash
S003224,2024-07-30,P04688,D04654,South,303,2617.92,6.14,13.09,Cash
S003225,2024-08-20,P00839,D02079,East,355,2761.9,0.09,17.97,Cheque
S003226,2024-06-29,P02554,D09006,West,381,3970.02,5.33,5.28,Online
S003227,2024-01-08,P02343,D05053,Central,397,4855.31,13.57,6.91,Cash
S003228,2024-09-02,P08480,D00666,South,16,127.36,6.87,7.56,Cash
S003229,2024-11-11,P05050,D04142,South,362,2740.34,10.29,7.9,Credit
S003230,2024-09-26,P03656,D04209,West,478,1845.08,12.74,14.79,Cheque
S003231,2024-12-02,P04162,D07855,South,40,288.4,5.5,13.92,Online
S003232,2024-02-18,P00944,D00749,South,222,1625.04,10.92,13.75,Cheque
S003233,2024-01-20,P02147,D07885,South,286,474.76,0.33,8.38,Cheque
S003234,2024-10-30,P06914,D08393,East,21,67.41,6.83,14.76,Cheque
S003235,2024-01-27,P01884,D00789,Central,177,1369.98,12.5,6.16,Online
S003236,2024-12-07,P02891,D05526,South,164,1954.88,6.21,9.43,Credit
S003237,2024-08-18,P03432,D06803,Central,412,861.08,1.87,14.11,Credit
S003238,2024-02-10,P04848,D08917,East,169,550.94,6.25,5.34,Cash
S003239,2024-07-25,P00029,D07440,Central,354,4577.22,0.08,7.78,Credit
S003240,2024-05-24,P02541,D09562,North,83,770.24,12.27,15.75,Cash
S003241,2024-11-15,P00783,D04625,West,258,1246.14,14.72,15.3,Cheque
S003242,2024-11-25,P08919,D08564,South,337,872.83,14.57,6.84,Cheque
S003243,2024-08-23,P07760,D00472,Central,474,3991.08,7.56,5.52,Cash
S003244,2024-02-08,P03234,D09386,Central,93,254.82,0.71,8.3,Cash
S003245,2024-03-31,P02082,D03357,West,136,493.68,8.68,10.01,Cheque
S003246,2024-01-09,P00678,D00637,West,468,4169.88,1.86,16.32,Cash
S003247,2024-10-29,P03543,D03127,West,355,571.55,5.68,7.14,Cash
S003248,2024-10-31,P09547,D06932,South,90,428.4,5.73,13.99,Credit
S003249,2024-02-14,P04629,D06986,North,271,181.57,10.35,8.4,Cash
S003250,2024-01-06,P02422,D03470,South,264,2552.88,2.59,5.25,Credit
S003251,2024-09-11,P03181,D04971,North,97,820.62,0.65,12.2,Cash
S003252,2024-11-10,P01513,D07201,West,44,465.96,14.17,8.33,Online
S003253,2024-01-28,P02287,D01521,East,480,868.8,0.29,11.52,Cheque
S003254,2024-12-21,P02716,D05743,West,391,437.92,14.11,6.0,Cheque
S003255,2024-06-06,P06587,D05133,South,233,223.68,11.39,10.3,Cheque
S003256,2024-08-06,P01759,D04194,North,258,2407.14,3.78,7.2,Credit
S003257,2024-04-23,P06339,D02659,South,446,3273.64,2.59,17.91,Credit
S003258,2024-03-15,P01208,D02251,South,337,2284.86,1.32,10.41,Cheque
S003259,2024-04-06,P02519,D06342,Central,310,2070.8,1.44,8.32,Cash
S003260,2024-05-11,P05178,D03901,East,302,2026.42,8.25,8.78,Credit
S003261,2024-07-31,P05210,D06839,Central,272,1776.16,11.53,6.77,Cash
S003262,2024-01-08,P00803,D00818,East,274,1517.96,13.71,14.63,Cash
S003263,2024-04-19,P04122,D05810,Central,363,1600.83,5.55,9.77,Online
S003264,2024-12-15,P01083,D04169,West,75,240.75,3.61,13.09,Cheque
S003265,2024-01-18,P07490,D08598,West,215,526.75,0.02,5.13,Credit
S003266,2024-11-18,P07528,D00157,East,146,213.16,9.82,11.23,Credit
S003267,2024-01-11,P05547,D08025,East,53,28.09,4.22,17.26,Online
S003268,2024-11-24,P04163,D09906,North,353,4532.52,1.57,13.0,Credit
S003269,2024-08-18,P00613,D08963,Central,154,1980.44,6.99,11.4,Cheque
S003270,2024-06-22,P08274,D09641,Central,11,45.54,11.28,11.53,Credit
S003271,2024-02-07,P04777,D04366,Central,267,2483.1,3.43,7.21,Credit
S003272,2024-03-03,P00289,D06502,Central,242,205.7,14.37,7.81,Cash
S003273,2024-06-18,P06089,D06720,Central,283,622.6,1.13,11.26,Online
S003274,2024-12-02,P00439,D03382,North,443,349.97,0.59,8.83,Online
S003275,2024-10-03,P09411,D07296,East,448,3068.8,5.73,6.6,Online
S003276,2024-08-23,P01736,D05442,South,390,4492.8,10.14,14.15,Online
S003277,2024-12-12,P00607,D00574,South,256,1277.44,11.9,6.82,Cheque
S003278,2024-06-17,P09834,D05621,East,188,981.36,1.54,15.51,Cheque
S003279,2024-10-27,P05452,D08962,South,281,1242.02,5.02,6.5,Cash
S003280,2024-12-21,P00324,D02991,South,181,1735.79,2.21,12.55,Credit
S003281,2024-03-24,P01886,D04734,North,231,1485.33,3.11,15.85,Cash
S003282,2024-05-03,P08937,D04076,Central,454,3037.26,11.42,10.68,Online
S003283,2024-11-28,P02956,D04051,West,25,262.5,14.22,8.79,Cash
S003284,2024-06-01,P07697,D07108,South,411,4582.65,10.45,9.16,Cash
S003285,2024-04-20,P01398,D01914,East,206,780.74,7.04,5.76,Credit
S003286,2024-04-13,P06549,D06482,West,253,1700.16,12.04,9.14,Online
S003287,2024-11-19,P07711,D00754,East,297,3507.57,0.01,16.03,Cheque
S003288,2024-08-13,P06011,D09089,South,477,2418.39,11.77,7.0,Cash
S003289,2024-05-12,P08374,D06968,South,458,3746.44,9.5,17.93,Credit
S003290,2024-06-23,P05710,D09389,Central,383,1512.85,14.06,10.16,Online
S003291,2024-04-08,P04010,D01251,East,180,750.6,13.0,14.1,Cheque
S003292,2024-08-28,P01128,D01209,East,77,492.8,1.24,11.4,Credit
S003293,2024-07-02,P04639,D07492,North,479,4675.04,9.95,13.53,Cheque
S003294,2024-04-01,P01274,D08572,West,208,775.84,10.68,10.24,Cheque
S003295,2024-12-16,P03377,D06892,West,446,2863.32,4.6,10.21,Credit
S003296,2024-08-05,P00230,D00801,West,201,2321.55,14.25,17.75,Cheque
S003297,2024-05-12,P09870,D04934,East,151,465.08,9.93,9.07,Cash
S003298,2024-10-31,P09625,D08592,North,179,1410.52,4.43,14.43,Cash
S003299,2024-01-01,P01988,D02234,North,213,1260.96,7.2,7.45,Credit
S003300,2024-08-05,P04642,D02996,South,29,179.22,4.96,7.54,Cheque
S003301,2024-12-20,P03019,D03685,South,287,2715.02,6.09,5.09,Cash
S003302,2024-10-01,P09350,D09867,South,127,1640.84,4.8,5.1,Online
S003303,2024-09-26,P02468,D02204,West,206,677.74,13.12,9.83,Cash
S003304,2024-02-17,P06158,D03291,North,195,709.8,3.33,11.81,Cash
S003305,2024-01-26,P09398,D08557,Central,497,6008.73,13.14,11.43,Credit
S003306,2024-09-01,P04140,D09444,West,39,296.01,10.57,9.58,Credit
S003307,2024-12-05,P01505,D00104,South,496,3844.0,10.37,7.8,Cash
S003308,2024-07-23,P09005,D09987,North,315,822.15,3.15,11.18,Credit
S003309,2024-02-17,P01266,D09238,South,319,4044.92,2.16,11.69,Cheque
S003310,2024-03-09,P04509,D08085,East,46,505.08,3.69,11.65,Cheque
S003311,2024-06-04,P02955,D08732,East,292,1746.16,0.41,8.78,Cash
S003312,2024-06-18,P06171,D08539,South,195,360.75,6.65,13.79,Cheque
S003313,2024-09-24,P00098,D07613,South,201,1479.36,8.18,11.07,Online
S003314,2024-03-06,P08068,D01981,East,178,598.08,14.15,8.54,Cheque
S003315,2024-03-07,P00751,D03773,West,195,259.35,1.62,8.6,Cheque
S003316,2024-01-31,P03140,D00117,South,275,1655.5,9.86,7.47,Cash
S003317,2024-06-14,P08590,D02371,North,22,49.72,1.55,8.76,Credit
S003318,2024-03-08,P07036,D02113,North,91,827.19,8.91,11.89,Cheque
S003319,2024-06-09,P08917,D02858,West,164,1477.64,0.42,10.01,Cheque
S003320,2024-02-17,P09318,D09368,West,33,387.42,6.64,7.38,Credit
S003321,2024-10-20,P07814,D01424,North,87,604.65,0.82,15.45,Cheque
S003322,2024-07-05,P02754,D04306,Central,110,305.8,11.73,9.78,Credit
