DistributorID,DistributorName,City,ContactPerson,Type,Phone,Email,LicenseNumber
D01662,Dist1662_Kolkata,Kolkata,Mr./Ms. Iyer,Retailer,+91-9393039658,dist1662_kolkata@pharma.com,LIC904443
D01663,Dist1663_Chandigarh,Chandigarh,Mr./Ms. Singh,Retailer,+91-8119328188,dist1663_chandigarh@pharma.com,LIC373975
D01664,Dist1664_Bangalore,Bangalore,Mr./Ms. Reddy,Wholesaler,+91-8180920583,dist1664_bangalore@pharma.com,LIC688951
D01665,Dist1665_Patna,Patna,Mr./Ms. Kumar,Hospital,+91-9797858864,dist1665_patna@pharma.com,LIC737164
D01666,Dist1666_Jaipur,Jaipur,Mr./Ms. Kumar,Clinic,+91-7166142736,dist1666_jaipur@pharma.com,LIC443824
D01667,Dist1667_Lucknow,Lucknow,Mr./Ms. Mehta,Wholesaler,+91-9132894465,dist1667_lucknow@pharma.com,LIC201016
D01668,Dist1668_Jaipur,Jaipur,Mr./Ms. Mehta,Wholesaler,+91-7993830366,dist1668_jaipur@pharma.com,LIC219632
D01669,Dist1669_Chandigarh,Chandigarh,Mr./Ms. Reddy,Clinic,+91-9979933561,dist1669_chandigarh@pharma.com,LIC431543
D01670,Dist1670_Bangalore,Bangalore,Mr./Ms. Kumar,Retailer,+91-7123422010,dist1670_bangalore@pharma.com,LIC179416
D01671,Dist1671_Bhopal,Bhopal,Mr./Ms. Gupta,Clinic,+91-9109440645,dist1671_bhopal@pharma.com,LIC620255
D01672,Dist1672_Pune,Pune,Mr./Ms. Reddy,Wholesaler,+91-8195963567,dist1672_pune@pharma.com,LIC970072
D01673,Dist1673_Indore,Indore,Mr./Ms. Sharma,Wholesaler,+91-8090097126,dist1673_indore@pharma.com,LIC302245
D01674,Dist1674_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Hospital,+91-9664148662,dist1674_ahmedabad@pharma.com,LIC619635
D01675,Dist1675_Chennai,Chennai,Mr./Ms. Sharma,Hospital,+91-7397909037,dist1675_chennai@pharma.com,LIC481967
D01676,Dist1676_Jaipur,Jaipur,Mr./Ms. Gupta,Clinic,+91-9534673479,dist1676_jaipur@pharma.com,LIC387230
D01677,Dist1677_Kochi,Kochi,Mr./Ms. Reddy,Clinic,+91-9234796958,dist1677_kochi@pharma.com,LIC639505
D01678,Dist1678_Patna,Patna,Mr./Ms. Sharma,Hospital,+91-9648580570,dist1678_patna@pharma.com,LIC392183
D01679,Dist1679_Jaipur,Jaipur,Mr./Ms. Reddy,Hospital,+91-9636530965,dist1679_jaipur@pharma.com,LIC367474
D01680,Dist1680_Chennai,Chennai,Mr./Ms. Reddy,Clinic,+91-7854897690,dist1680_chennai@pharma.com,LIC744950
D01681,Dist1681_Mumbai,Mumbai,Mr./Ms. Reddy,Wholesaler,+91-9229090527,dist1681_mumbai@pharma.com,LIC407448
D01682,Dist1682_Patna,Patna,Mr./Ms. Reddy,Hospital,+91-9818954411,dist1682_patna@pharma.com,LIC921785
D01683,Dist1683_Bangalore,Bangalore,Mr./Ms. Singh,Retailer,+91-7790201633,dist1683_bangalore@pharma.com,LIC603767
D01684,Dist1684_Lucknow,Lucknow,Mr./Ms. Sharma,Retailer,+91-8118641204,dist1684_lucknow@pharma.com,LIC273731
D01685,Dist1685_Pune,Pune,Mr./Ms. Reddy,Hospital,+91-9028007033,dist1685_pune@pharma.com,LIC653853
D01686,Dist1686_Jaipur,Jaipur,Mr./Ms. Sharma,Wholesaler,+91-7376083141,dist1686_jaipur@pharma.com,LIC352619
D01687,Dist1687_Chennai,Chennai,Mr./Ms. Gupta,Retailer,+91-9363352565,dist1687_chennai@pharma.com,LIC501392
D01688,Dist1688_Bangalore,Bangalore,Mr./Ms. Singh,Hospital,+91-7801768483,dist1688_bangalore@pharma.com,LIC718217
D01689,Dist1689_Chennai,Chennai,Mr./Ms. Gupta,Clinic,+91-7578665972,dist1689_chennai@pharma.com,LIC645165
D01690,Dist1690_Chennai,Chennai,Mr./Ms. Kumar,Clinic,+91-8077550565,dist1690_chennai@pharma.com,LIC125845
D01691,Dist1691_Hyderabad,Hyderabad,Mr./Ms. Singh,Wholesaler,+91-7068142968,dist1691_hyderabad@pharma.com,LIC980508
D01692,Dist1692_Lucknow,Lucknow,Mr./Ms. Reddy,Hospital,+91-8439530543,dist1692_lucknow@pharma.com,LIC511722
D01693,Dist1693_Kochi,Kochi,Mr./Ms. Patel,Hospital,+91-7626637238,dist1693_kochi@pharma.com,LIC797537
D01694,Dist1694_Mumbai,Mumbai,Mr./Ms. Patel,Hospital,+91-7246309561,dist1694_mumbai@pharma.com,LIC182418
D01695,Dist1695_Kolkata,Kolkata,Mr./Ms. Kumar,Hospital,+91-9518453797,dist1695_kolkata@pharma.com,LIC199650
D01696,Dist1696_Delhi,Delhi,Mr./Ms. Singh,Wholesaler,+91-9924683956,dist1696_delhi@pharma.com,LIC369677
D01697,Dist1697_Mumbai,Mumbai,Mr./Ms. Singh,Wholesaler,+91-7739707213,dist1697_mumbai@pharma.com,LIC211873
D01698,Dist1698_Chennai,Chennai,Mr./Ms. Reddy,Clinic,+91-9920450679,dist1698_chennai@pharma.com,LIC871887
D01699,Dist1699_Jaipur,Jaipur,Mr./Ms. Patel,Retailer,+91-9694478071,dist1699_jaipur@pharma.com,LIC787189
D01700,Dist1700_Lucknow,Lucknow,Mr./Ms. Sharma,Clinic,+91-8993924971,dist1700_lucknow@pharma.com,LIC787036
D01701,Dist1701_Indore,Indore,Mr./Ms. Sharma,Clinic,+91-7998691419,dist1701_indore@pharma.com,LIC417451
D01702,Dist1702_Pune,Pune,Mr./Ms. Kumar,Wholesaler,+91-7249146685,dist1702_pune@pharma.com,LIC588119
D01703,Dist1703_Jaipur,Jaipur,Mr./Ms. Iyer,Clinic,+91-9901117957,dist1703_jaipur@pharma.com,LIC948626
D01704,Dist1704_Chennai,Chennai,Mr./Ms. Gupta,Clinic,+91-7431189390,dist1704_chennai@pharma.com,LIC232444
D01705,Dist1705_Indore,Indore,Mr./Ms. Iyer,Hospital,+91-9213538323,dist1705_indore@pharma.com,LIC141150
D01706,Dist1706_Mumbai,Mumbai,Mr./Ms. Mehta,Retailer,+91-7277624313,dist1706_mumbai@pharma.com,LIC339112
D01707,Dist1707_Kolkata,Kolkata,Mr./Ms. Singh,Hospital,+91-7177607507,dist1707_kolkata@pharma.com,LIC729779
D01708,Dist1708_Jaipur,Jaipur,Mr./Ms. Reddy,Clinic,+91-9888520675,dist1708_jaipur@pharma.com,LIC579866
D01709,Dist1709_Delhi,Delhi,Mr./Ms. Kumar,Hospital,+91-7099784587,dist1709_delhi@pharma.com,LIC807558
D01710,Dist1710_Ahmedabad,Ahmedabad,Mr./Ms. Singh,Clinic,+91-9488092840,dist1710_ahmedabad@pharma.com,LIC390353
D01711,Dist1711_Bangalore,Bangalore,Mr./Ms. Mehta,Retailer,+91-9625336056,dist1711_bangalore@pharma.com,LIC297869
D01712,Dist1712_Kolkata,Kolkata,Mr./Ms. Kumar,Retailer,+91-7586820295,dist1712_kolkata@pharma.com,LIC243893
D01713,Dist1713_Chennai,Chennai,Mr./Ms. Patel,Wholesaler,+91-7778520782,dist1713_chennai@pharma.com,LIC430723
D01714,Dist1714_Kochi,Kochi,Mr./Ms. Patel,Clinic,+91-8065039888,dist1714_kochi@pharma.com,LIC584846
D01715,Dist1715_Kolkata,Kolkata,Mr./Ms. Kumar,Wholesaler,+91-9773616720,dist1715_kolkata@pharma.com,LIC989699
D01716,Dist1716_Bangalore,Bangalore,Mr./Ms. Gupta,Hospital,+91-7394820217,dist1716_bangalore@pharma.com,LIC758208
D01717,Dist1717_Pune,Pune,Mr./Ms. Reddy,Hospital,+91-7930533796,dist1717_pune@pharma.com,LIC999319
D01718,Dist1718_Chandigarh,Chandigarh,Mr./Ms. Kumar,Wholesaler,+91-9785174089,dist1718_chandigarh@pharma.com,LIC664544
D01719,Dist1719_Ahmedabad,Ahmedabad,Mr./Ms. Iyer,Hospital,+91-7514273793,dist1719_ahmedabad@pharma.com,LIC804279
D01720,Dist1720_Ahmedabad,Ahmedabad,Mr./Ms. Patel,Hospital,+91-9844525122,dist1720_ahmedabad@pharma.com,LIC587075
D01721,Dist1721_Patna,Patna,Mr./Ms. Reddy,Clinic,+91-7625576213,dist1721_patna@pharma.com,LIC494659
D01722,Dist1722_Chennai,Chennai,Mr./Ms. Gupta,Clinic,+91-8568918151,dist1722_chennai@pharma.com,LIC373155
D01723,Dist1723_Mumbai,Mumbai,Mr./Ms. Kumar,Retailer,+91-8783377563,dist1723_mumbai@pharma.com,LIC170854
D01724,Dist1724_Hyderabad,Hyderabad,Mr./Ms. Reddy,Wholesaler,+91-8432380199,dist1724_hyderabad@pharma.com,LIC743459
D01725,Dist1725_Hyderabad,Hyderabad,Mr./Ms. Kumar,Clinic,+91-9541545991,dist1725_hyderabad@pharma.com,LIC149776
D01726,Dist1726_Hyderabad,Hyderabad,Mr./Ms. Mehta,Wholesaler,+91-9112587833,dist1726_hyderabad@pharma.com,LIC218500
D01727,Dist1727_Mumbai,Mumbai,Mr./Ms. Sharma,Hospital,+91-9862295486,dist1727_mumbai@pharma.com,LIC613485
D01728,Dist1728_Indore,Indore,Mr./Ms. Patel,Clinic,+91-7763182813,dist1728_indore@pharma.com,LIC811787
D01729,Dist1729_Bhopal,Bhopal,Mr./Ms. Patel,Retailer,+91-7466885139,dist1729_bhopal@pharma.com,LIC748014
D01730,Dist1730_Kolkata,Kolkata,Mr./Ms. Iyer,Wholesaler,+91-7010273532,dist1730_kolkata@pharma.com,LIC731645
D01731,Dist1731_Hyderabad,Hyderabad,Mr./Ms. Reddy,Clinic,+91-9317579225,dist1731_hyderabad@pharma.com,LIC809788
D01732,Dist1732_Bangalore,Bangalore,Mr./Ms. Kumar,Retailer,+91-9767701257,dist1732_bangalore@pharma.com,LIC234634
D01733,Dist1733_Jaipur,Jaipur,Mr./Ms. Gupta,Wholesaler,+91-8921199941,dist1733_jaipur@pharma.com,LIC505362
D01734,Dist1734_Bhopal,Bhopal,Mr./Ms. Mehta,Clinic,+91-7509761750,dist1734_bhopal@pharma.com,LIC508587
D01735,Dist1735_Patna,Patna,Mr./Ms. Kumar,Hospital,+91-7047287929,dist1735_patna@pharma.com,LIC153144
D01736,Dist1736_Bangalore,Bangalore,Mr./Ms. Kumar,Clinic,+91-7987549580,dist1736_bangalore@pharma.com,LIC647838
D01737,Dist1737_Pune,Pune,Mr./Ms. Kumar,Wholesaler,+91-7802146592,dist1737_pune@pharma.com,LIC612159
D01738,Dist1738_Kolkata,Kolkata,Mr./Ms. Reddy,Hospital,+91-7268557062,dist1738_kolkata@pharma.com,LIC859507
D01739,Dist1739_Bangalore,Bangalore,Mr./Ms. Kumar,Retailer,+91-8633475292,dist1739_bangalore@pharma.com,LIC850266
D01740,Dist1740_Chandigarh,Chandigarh,Mr./Ms. Mehta,Wholesaler,+91-9102593808,dist1740_chandigarh@pharma.com,LIC698657
D01741,Dist1741_Chennai,Chennai,Mr./Ms. Mehta,Wholesaler,+91-8298067331,dist1741_chennai@pharma.com,LIC559799
D01742,Dist1742_Chennai,Chennai,Mr./Ms. Patel,Clinic,+91-8948720967,dist1742_chennai@pharma.com,LIC969858
D01743,Dist1743_Delhi,Delhi,Mr./Ms. Mehta,Wholesaler,+91-7617108885,dist1743_delhi@pharma.com,LIC639883
D01744,Dist1744_Chandigarh,Chandigarh,Mr./Ms. Reddy,Wholesaler,+91-7223346202,dist1744_chandigarh@pharma.com,LIC784672
D01745,Dist1745_Lucknow,Lucknow,Mr./Ms. Singh,Hospital,+91-9621917296,dist1745_lucknow@pharma.com,LIC831847
D01746,Dist1746_Indore,Indore,Mr./Ms. Singh,Hospital,+91-9541191014,dist1746_indore@pharma.com,LIC214408
D01747,Dist1747_Jaipur,Jaipur,Mr./Ms. Sharma,Clinic,+91-7285532796,dist1747_jaipur@pharma.com,LIC393830
D01748,Dist1748_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Hospital,+91-8723672958,dist1748_ahmedabad@pharma.com,LIC884651
D01749,Dist1749_Pune,Pune,Mr./Ms. Kumar,Retailer,+91-9635663370,dist1749_pune@pharma.com,LIC297404
D01750,Dist1750_Chandigarh,Chandigarh,Mr./Ms. Gupta,Clinic,+91-9345966634,dist1750_chandigarh@pharma.com,LIC548976
D01751,Dist1751_Mumbai,Mumbai,Mr./Ms. Mehta,Hospital,+91-7824322574,dist1751_mumbai@pharma.com,LIC125984
D01752,Dist1752_Pune,Pune,Mr./Ms. Iyer,Retailer,+91-8770112323,dist1752_pune@pharma.com,LIC185697
D01753,Dist1753_Indore,Indore,Mr./Ms. Mehta,Retailer,+91-7630526399,dist1753_indore@pharma.com,LIC107608
D01754,Dist1754_Kochi,Kochi,Mr./Ms. Singh,Clinic,+91-8929141187,dist1754_kochi@pharma.com,LIC870343
D01755,Dist1755_Mumbai,Mumbai,Mr./Ms. Singh,Hospital,+91-7433576181,dist1755_mumbai@pharma.com,LIC462761
D01756,Dist1756_Lucknow,Lucknow,Mr./Ms. Patel,Clinic,+91-7189996929,dist1756_lucknow@pharma.com,LIC481456
D01757,Dist1757_Bangalore,Bangalore,Mr./Ms. Mehta,Retailer,+91-7366653199,dist1757_bangalore@pharma.com,LIC980751
D01758,Dist1758_Ahmedabad,Ahmedabad,Mr./Ms. Mehta,Retailer,+91-7020380453,dist1758_ahmedabad@pharma.com,LIC448693
D01759,Dist1759_Pune,Pune,Mr./Ms. Mehta,Retailer,+91-9710158773,dist1759_pune@pharma.com,LIC659793
D01760,Dist1760_Lucknow,Lucknow,Mr./Ms. Reddy,Retailer,+91-9922649421,dist1760_lucknow@pharma.com,LIC515132
D01761,Dist1761_Kochi,Kochi,Mr./Ms. Reddy,Retailer,+91-7253417211,dist1761_kochi@pharma.com,LIC645149
D01762,Dist1762_Indore,Indore,Mr./Ms. Mehta,Wholesaler,+91-9832694552,dist1762_indore@pharma.com,LIC704822
D01763,Dist1763_Delhi,Delhi,Mr./Ms. Reddy,Clinic,+91-9858842403,dist1763_delhi@pharma.com,LIC391092
D01764,Dist1764_Bangalore,Bangalore,Mr./Ms. Gupta,Retailer,+91-7517759824,dist1764_bangalore@pharma.com,LIC787595
D01765,Dist1765_Delhi,Delhi,Mr./Ms. Iyer,Retailer,+91-9940380320,dist1765_delhi@pharma.com,LIC752336
D01766,Dist1766_Kolkata,Kolkata,Mr./Ms. Sharma,Wholesaler,+91-8807125429,dist1766_kolkata@pharma.com,LIC926603
D01767,Dist1767_Lucknow,Lucknow,Mr./Ms. Sharma,Retailer,+91-8687111266,dist1767_lucknow@pharma.com,LIC563704
D01768,Dist1768_Delhi,Delhi,Mr./Ms. Sharma,Clinic,+91-7220524113,dist1768_delhi@pharma.com,LIC979015
D01769,Dist1769_Mumbai,Mumbai,Mr./Ms. Sharma,Retailer,+91-7895386921,dist1769_mumbai@pharma.com,LIC222860
D01770,Dist1770_Ahmedabad,Ahmedabad,Mr./Ms. Iyer,Retailer,+91-7144428438,dist1770_ahmedabad@pharma.com,LIC737136
D01771,Dist1771_Indore,Indore,Mr./Ms. Gupta,Retailer,+91-9072725457,dist1771_indore@pharma.com,LIC292228
D01772,Dist1772_Chandigarh,Chandigarh,Mr./Ms. Singh,Clinic,+91-8465537260,dist1772_chandigarh@pharma.com,LIC883625
D01773,Dist1773_Delhi,Delhi,Mr./Ms. Kumar,Clinic,+91-9948898126,dist1773_delhi@pharma.com,LIC571653
D01774,Dist1774_Bhopal,Bhopal,Mr./Ms. Kumar,Wholesaler,+91-8106489456,dist1774_bhopal@pharma.com,LIC755306
D01775,Dist1775_Mumbai,Mumbai,Mr./Ms. Sharma,Wholesaler,+91-8317161375,dist1775_mumbai@pharma.com,LIC544058
D01776,Dist1776_Patna,Patna,Mr./Ms. Singh,Wholesaler,+91-9754287983,dist1776_patna@pharma.com,LIC902825
D01777,Dist1777_Ahmedabad,Ahmedabad,Mr./Ms. Singh,Wholesaler,+91-7754544958,dist1777_ahmedabad@pharma.com,LIC686182
D01778,Dist1778_Kolkata,Kolkata,Mr./Ms. Mehta,Retailer,+91-7901212903,dist1778_kolkata@pharma.com,LIC146957
D01779,Dist1779_Kochi,Kochi,Mr./Ms. Kumar,Clinic,+91-9957015478,dist1779_kochi@pharma.com,LIC334199
D01780,Dist1780_Bangalore,Bangalore,Mr./Ms. Iyer,Wholesaler,+91-7190032425,dist1780_bangalore@pharma.com,LIC910176
D01781,Dist1781_Hyderabad,Hyderabad,Mr./Ms. Gupta,Retailer,+91-7886817501,dist1781_hyderabad@pharma.com,LIC765359
D01782,Dist1782_Chandigarh,Chandigarh,Mr./Ms. Singh,Clinic,+91-7529525238,dist1782_chandigarh@pharma.com,LIC570675
D01783,Dist1783_Chandigarh,Chandigarh,Mr./Ms. Gupta,Clinic,+91-8254063158,dist1783_chandigarh@pharma.com,LIC343648
D01784,Dist1784_Indore,Indore,Mr./Ms. Patel,Clinic,+91-8791063564,dist1784_indore@pharma.com,LIC299597
D01785,Dist1785_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Retailer,+91-7221694224,dist1785_ahmedabad@pharma.com,LIC319880
D01786,Dist1786_Mumbai,Mumbai,Mr./Ms. Kumar,Retailer,+91-8535700936,dist1786_mumbai@pharma.com,LIC619854
D01787,Dist1787_Pune,Pune,Mr./Ms. Kumar,Wholesaler,+91-8471562487,dist1787_pune@pharma.com,LIC274274
D01788,Dist1788_Jaipur,Jaipur,Mr./Ms. Gupta,Hospital,+91-7180477482,dist1788_jaipur@pharma.com,LIC846934
D01789,Dist1789_Bhopal,Bhopal,Mr./Ms. Singh,Hospital,+91-9203551638,dist1789_bhopal@pharma.com,LIC713306
D01790,Dist1790_Indore,Indore,Mr./Ms. Singh,Wholesaler,+91-8177688636,dist1790_indore@pharma.com,LIC893189
D01791,Dist1791_Pune,Pune,Mr./Ms. Gupta,Wholesaler,+91-7561020231,dist1791_pune@pharma.com,LIC529760
D01792,Dist1792_Lucknow,Lucknow,Mr./Ms. Kumar,Wholesaler,+91-8159387858,dist1792_lucknow@pharma.com,LIC676436
D01793,Dist1793_Mumbai,Mumbai,Mr./Ms. Mehta,Clinic,+91-7009056878,dist1793_mumbai@pharma.com,LIC111794
D01794,Dist1794_Pune,Pune,Mr./Ms. Gupta,Wholesaler,+91-7532873475,dist1794_pune@pharma.com,LIC335125
D01795,Dist1795_Kolkata,Kolkata,Mr./Ms. Patel,Retailer,+91-9902619440,dist1795_kolkata@pharma.com,LIC532451
D01796,Dist1796_Kolkata,Kolkata,Mr./Ms. Gupta,Clinic,+91-7305817538,dist1796_kolkata@pharma.com,LIC653987
D01797,Dist1797_Pune,Pune,Mr./Ms. Patel,Clinic,+91-8523295124,dist1797_pune@pharma.com,LIC108124
D01798,Dist1798_Kochi,Kochi,Mr./Ms. Patel,Clinic,+91-9685235584,dist1798_kochi@pharma.com,LIC139806
D01799,Dist1799_Chandigarh,Chandigarh,Mr./Ms. Reddy,Clinic,+91-7498899675,dist1799_chandigarh@pharma.com,LIC452112
D01800,Dist1800_Mumbai,Mumbai,Mr./Ms. Reddy,Hospital,+91-7163358647,dist1800_mumbai@pharma.com,LIC991639
D01801,Dist1801_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Clinic,+91-8473138338,dist1801_ahmedabad@pharma.com,LIC664771
D01802,Dist1802_Mumbai,Mumbai,Mr./Ms. Patel,Hospital,+91-7274372522,dist1802_mumbai@pharma.com,LIC886383
D01803,Dist1803_Kochi,Kochi,Mr./Ms. Mehta,Hospital,+91-8472813006,dist1803_kochi@pharma.com,LIC327140
D01804,Dist1804_Indore,Indore,Mr./Ms. Patel,Clinic,+91-8983266493,dist1804_indore@pharma.com,LIC292417
D01805,Dist1805_Kochi,Kochi,Mr./Ms. Gupta,Retailer,+91-8499784379,dist1805_kochi@pharma.com,LIC777717
D01806,Dist1806_Pune,Pune,Mr./Ms. Sharma,Wholesaler,+91-7779885714,dist1806_pune@pharma.com,LIC749852
D01807,Dist1807_Patna,Patna,Mr./Ms. Kumar,Clinic,+91-8736717365,dist1807_patna@pharma.com,LIC170349
D01808,Dist1808_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Retailer,+91-9175018478,dist1808_ahmedabad@pharma.com,LIC206856
D01809,Dist1809_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Clinic,+91-8814197953,dist1809_ahmedabad@pharma.com,LIC630903
D01810,Dist1810_Delhi,Delhi,Mr./Ms. Patel,Clinic,+91-9240829862,dist1810_delhi@pharma.com,LIC779806
D01811,Dist1811_Indore,Indore,Mr./Ms. Reddy,Wholesaler,+91-7685332703,dist1811_indore@pharma.com,LIC630106
D01812,Dist1812_Ahmedabad,Ahmedabad,Mr./Ms. Iyer,Hospital,+91-9392272552,dist1812_ahmedabad@pharma.com,LIC200238
D01813,Dist1813_Chennai,Chennai,Mr./Ms. Patel,Clinic,+91-9864610108,dist1813_chennai@pharma.com,LIC968790
D01814,Dist1814_Hyderabad,Hyderabad,Mr./Ms. Kumar,Clinic,+91-8802145158,dist1814_hyderabad@pharma.com,LIC399702
D01815,Dist1815_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Clinic,+91-7967639058,dist1815_ahmedabad@pharma.com,LIC295768
D01816,Dist1816_Patna,Patna,Mr./Ms. Gupta,Wholesaler,+91-9817623387,dist1816_patna@pharma.com,LIC691338
D01817,Dist1817_Mumbai,Mumbai,Mr./Ms. Iyer,Retailer,+91-7576899335,dist1817_mumbai@pharma.com,LIC467703
D01818,Dist1818_Hyderabad,Hyderabad,Mr./Ms. Patel,Retailer,+91-7483850301,dist1818_hyderabad@pharma.com,LIC782251
D01819,Dist1819_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Retailer,+91-7044723937,dist1819_ahmedabad@pharma.com,LIC859885
D01820,Dist1820_Indore,Indore,Mr./Ms. Patel,Wholesaler,+91-9694588022,dist1820_indore@pharma.com,LIC576778
D01821,Dist1821_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Clinic,+91-7620671487,dist1821_ahmedabad@pharma.com,LIC699674
D01822,Dist1822_Pune,Pune,Mr./Ms. Singh,Clinic,+91-7944237819,dist1822_pune@pharma.com,LIC670994
D01823,Dist1823_Hyderabad,Hyderabad,Mr./Ms. Gupta,Wholesaler,+91-7314796575,dist1823_hyderabad@pharma.com,LIC457175
D01824,Dist1824_Mumbai,Mumbai,Mr./Ms. Singh,Clinic,+91-7735539760,dist1824_mumbai@pharma.com,LIC801081
D01825,Dist1825_Delhi,Delhi,Mr./Ms. Gupta,Retailer,+91-8901688543,dist1825_delhi@pharma.com,LIC591077
D01826,Dist1826_Bangalore,Bangalore,Mr./Ms. Reddy,Retailer,+91-9919857874,dist1826_bangalore@pharma.com,LIC446163
D01827,Dist1827_Kolkata,Kolkata,Mr./Ms. Sharma,Clinic,+91-8236487511,dist1827_kolkata@pharma.com,LIC924761
D01828,Dist1828_Delhi,Delhi,Mr./Ms. Mehta,Retailer,+91-8209170876,dist1828_delhi@pharma.com,LIC201842
D01829,Dist1829_Delhi,Delhi,Mr./Ms. Iyer,Retailer,+91-9122040409,dist1829_delhi@pharma.com,LIC672177
D01830,Dist1830_Mumbai,Mumbai,Mr./Ms. Kumar,Clinic,+91-7419893051,dist1830_mumbai@pharma.com,LIC896493
D01831,Dist1831_Kolkata,Kolkata,Mr./Ms. Gupta,Hospital,+91-9992950617,dist1831_kolkata@pharma.com,LIC384913
D01832,Dist1832_Jaipur,Jaipur,Mr./Ms. Kumar,Retailer,+91-8978506024,dist1832_jaipur@pharma.com,LIC966503
D01833,Dist1833_Jaipur,Jaipur,Mr./Ms. Gupta,Clinic,+91-8784568120,dist1833_jaipur@pharma.com,LIC388558
D01834,Dist1834_Kochi,Kochi,Mr./Ms. Mehta,Clinic,+91-8951816437,dist1834_kochi@pharma.com,LIC503277
D01835,Dist1835_Bhopal,Bhopal,Mr./Ms. Kumar,Retailer,+91-9293113997,dist1835_bhopal@pharma.com,LIC562117
D01836,Dist1836_Pune,Pune,Mr./Ms. Sharma,Retailer,+91-7086717603,dist1836_pune@pharma.com,LIC242557
D01837,Dist1837_Jaipur,Jaipur,Mr./Ms. Sharma,Hospital,+91-8831483973,dist1837_jaipur@pharma.com,LIC620155
D01838,Dist1838_Hyderabad,Hyderabad,Mr./Ms. Kumar,Retailer,+91-7094800652,dist1838_hyderabad@pharma.com,LIC333083
D01839,Dist1839_Indore,Indore,Mr./Ms. Singh,Retailer,+91-7194575852,dist1839_indore@pharma.com,LIC148250
D01840,Dist1840_Bhopal,Bhopal,Mr./Ms. Reddy,Hospital,+91-8023262382,dist1840_bhopal@pharma.com,LIC844912
D01841,Dist1841_Jaipur,Jaipur,Mr./Ms. Patel,Wholesaler,+91-7529339225,dist1841_jaipur@pharma.com,LIC219700
D01842,Dist1842_Jaipur,Jaipur,Mr./Ms. Patel,Wholesaler,+91-8719878047,dist1842_jaipur@pharma.com,LIC438239
D01843,Dist1843_Indore,Indore,Mr./Ms. Kumar,Clinic,+91-8651521449,dist1843_indore@pharma.com,LIC670162
D01844,Dist1844_Kolkata,Kolkata,Mr./Ms. Iyer,Retailer,+91-9324665985,dist1844_kolkata@pharma.com,LIC215030
D01845,Dist1845_Bhopal,Bhopal,Mr./Ms. Iyer,Clinic,+91-8046819939,dist1845_bhopal@pharma.com,LIC261442
D01846,Dist1846_Pune,Pune,Mr./Ms. Sharma,Hospital,+91-8072368741,dist1846_pune@pharma.com,LIC741534
D01847,Dist1847_Lucknow,Lucknow,Mr./Ms. Mehta,Clinic,+91-7003866791,dist1847_lucknow@pharma.com,LIC995472
D01848,Dist1848_Bhopal,Bhopal,Mr./Ms. Iyer,Retailer,+91-9654015939,dist1848_bhopal@pharma.com,LIC445691
D01849,Dist1849_Bhopal,Bhopal,Mr./Ms. Reddy,Hospital,+91-7354660816,dist1849_bhopal@pharma.com,LIC303925
D01850,Dist1850_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Wholesaler,+91-8561073691,dist1850_ahmedabad@pharma.com,LIC769762
D01851,Dist1851_Kolkata,Kolkata,Mr./Ms. Iyer,Wholesaler,+91-9046772499,dist1851_kolkata@pharma.com,LIC938099
D01852,Dist1852_Bhopal,Bhopal,Mr./Ms. Reddy,Hospital,+91-8657897987,dist1852_bhopal@pharma.com,LIC193245
D01853,Dist1853_Pune,Pune,Mr./Ms. Iyer,Hospital,+91-7000141606,dist1853_pune@pharma.com,LIC185148
D01854,Dist1854_Indore,Indore,Mr./Ms. Kumar,Hospital,+91-7648649505,dist1854_indore@pharma.com,LIC793544
D01855,Dist1855_Lucknow,Lucknow,Mr./Ms. Gupta,Wholesaler,+91-7755432392,dist1855_lucknow@pharma.com,LIC665188
D01856,Dist1856_Patna,Patna,Mr./Ms. Gupta,Retailer,+91-9829148260,dist1856_patna@pharma.com,LIC293096
D01857,Dist1857_Jaipur,Jaipur,Mr./Ms. Iyer,Hospital,+91-8685605938,dist1857_jaipur@pharma.com,LIC468977
D01858,Dist1858_Hyderabad,Hyderabad,Mr./Ms. Mehta,Hospital,+91-7117570927,dist1858_hyderabad@pharma.com,LIC173216
D01859,Dist1859_Chandigarh,Chandigarh,Mr./Ms. Sharma,Clinic,+91-7907693703,dist1859_chandigarh@pharma.com,LIC623053
D01860,Dist1860_Chandigarh,Chandigarh,Mr./Ms. Kumar,Clinic,+91-9298968563,dist1860_chandigarh@pharma.com,LIC674320
D01861,Dist1861_Bangalore,Bangalore,Mr./Ms. Mehta,Wholesaler,+91-7196135264,dist1861_bangalore@pharma.com,LIC172995
D01862,Dist1862_Kochi,Kochi,Mr./Ms. Sharma,Wholesaler,+91-8747880681,dist1862_kochi@pharma.com,LIC349037
